image,gt_weather,pred_weather,confidence,lane_visibility,lane_count,trusted,mode,correct
0c140522-227e6f11.jpg,clear,snowy,0.7493087649345398,unknown,0,True,slow,False
0c140522-681c508d.jpg,clear,snowy,0.486805260181427,unknown,0,True,slow,False
1a26b1b6-d0eceb5e.jpg,clear,clear,0.95903080701828,unknown,0,True,normal,True
1a7cf499-5d67ee0f.jpg,clear,clear,0.8923993110656738,unknown,0,True,normal,True
b0253ab0-7f908976.jpg,clear,clear,0.5757972598075867,unknown,0,True,normal,True
b0376ecf-07c434f7.jpg,clear,clear,0.39154472947120667,unknown,0,False,caution,True
b0521762-565e20cd.jpg,clear,snowy,0.7486792802810669,unknown,0,True,slow,False
b0674bdf-53086b4d.jpg,clear,clear,0.7675045728683472,unknown,0,True,normal,True
b10af931-d3a3f406.jpg,clear,clear,0.8444938063621521,unknown,0,True,normal,True
b119cba4-97470cf0.jpg,clear,clear,0.686896800994873,unknown,0,True,normal,True
b11c4658-02274017.jpg,clear,clear,0.8940185904502869,unknown,0,True,normal,True
b11cf230-30f5e1a1.jpg,clear,snowy,0.7636688351631165,unknown,0,True,slow,False
b1357bde-3959beae.jpg,clear,clear,0.9071680903434753,unknown,0,True,normal,True
b1441e28-1bdefdcc.jpg,clear,rainy,0.3328477144241333,unknown,0,False,caution,False
b1441e28-237c656a.jpg,clear,clear,0.8005952835083008,unknown,0,True,normal,True
b1441e28-2ce5325b.jpg,clear,snowy,0.8418769240379333,unknown,0,True,slow,False
b145825b-bedacfac.jpg,clear,clear,0.831699788570404,unknown,0,True,normal,True
b145825b-c84b351f.jpg,clear,clear,0.7407694458961487,unknown,0,True,normal,True
b15cf23b-43af79e6.jpg,clear,clear,0.8465374708175659,unknown,0,True,normal,True
b178ca72-5f6de010.jpg,clear,clear,0.9179785251617432,unknown,0,True,normal,True
b178ca72-cd72c569.jpg,clear,clear,0.880279541015625,unknown,0,True,normal,True
b180400c-55e8cfd8.jpg,clear,snowy,0.5770154595375061,unknown,0,True,slow,False
b19a5c8b-a9ea1582.jpg,clear,clear,0.6608290076255798,unknown,0,True,normal,True
b19de854-698a87b2.jpg,clear,snowy,0.5962647795677185,unknown,0,True,slow,False
fde816b0-1b0f1a85.jpg,clear,clear,0.624754011631012,unknown,0,True,normal,True
fde816b0-7d366afb.jpg,clear,clear,0.6113265156745911,unknown,0,True,normal,True
fdebe7ab-8409a734.jpg,clear,snowy,0.43536508083343506,unknown,0,True,slow,False
fdf83cde-c0898074.jpg,clear,clear,0.8026362061500549,unknown,0,True,normal,True
fdfda543-18fb3fc9.jpg,clear,clear,0.8816846013069153,unknown,0,True,normal,True
fe03f0d8-baf50f96.jpg,clear,rainy,0.7914475798606873,unknown,0,True,normal,False
4be632bb-11d29812.jpg,rainy,clear,0.9565865993499756,unknown,0,True,normal,False
4be632bb-1ec48976.jpg,rainy,clear,0.5574146509170532,unknown,0,True,normal,False
8e3e208e-debc77e1.jpg,rainy,clear,0.9901635050773621,unknown,0,True,normal,False
ab82ec13-028202a6.jpg,rainy,clear,0.9978318810462952,unknown,0,True,normal,False
ac988101-a1a27685.jpg,rainy,clear,0.9984076619148254,unknown,0,True,normal,False
ac9be774-980d3d79.jpg,rainy,clear,0.9241160750389099,unknown,0,True,normal,False
acab11ed-98df4d32.jpg,rainy,clear,0.986465334892273,unknown,0,True,normal,False
ace9ff28-c7c476f3.jpg,rainy,clear,0.8907562494277954,unknown,0,True,normal,False
ad022cf3-1300cff0.jpg,rainy,clear,0.9541589021682739,unknown,0,True,normal,False
ad4f840e-7a615947.jpg,rainy,clear,0.9436568021774292,unknown,0,True,normal,False
ad8c0255-50960335.jpg,rainy,clear,0.9646267294883728,unknown,0,True,normal,False
ad8c0255-5d40a2c7.jpg,rainy,clear,0.9131144285202026,unknown,0,True,normal,False
ae38f91a-167c56fa.jpg,rainy,rainy,0.5650274753570557,unknown,0,True,normal,True
ae38f91a-c1a7bcbc.jpg,rainy,clear,0.9858554005622864,unknown,0,True,normal,False
ae5de6fc-9ba748fe.jpg,rainy,clear,0.9822832942008972,unknown,0,True,normal,False
af5e53ae-49d487fa.jpg,rainy,clear,0.9599944353103638,unknown,0,True,normal,False
af5e53ae-4d471df3.jpg,rainy,clear,0.7744570374488831,unknown,0,True,normal,False
af5e53ae-ce26c9db.jpg,rainy,clear,0.9258623123168945,unknown,0,True,normal,False
af6d88c8-ce9764ed.jpg,rainy,clear,0.9288614392280579,unknown,0,True,normal,False
b001a7ce-321031d6.jpg,rainy,clear,0.9892722368240356,unknown,0,True,normal,False
b001a7ce-36f3fff2.jpg,rainy,clear,0.998464822769165,unknown,0,True,normal,False
b001a7ce-5cbc6e0b.jpg,rainy,clear,0.9994484782218933,unknown,0,True,normal,False
b064304b-2c4d2c16.jpg,rainy,clear,0.9217989444732666,unknown,0,True,normal,False
b083122c-d2d9aa5c.jpg,rainy,clear,0.746826171875,unknown,0,True,normal,False
b0e2920c-b5bc4153.jpg,rainy,clear,0.9794564843177795,unknown,0,True,normal,False
b11148e5-f294ade7.jpg,rainy,clear,0.9396465420722961,unknown,0,True,normal,False
b11c4e86-32cb6229.jpg,rainy,clear,0.7099990844726562,unknown,0,True,normal,False
b19ef5ce-bd67cb37.jpg,rainy,clear,0.9766440987586975,unknown,0,True,normal,False
b1bcb694-ae473bfc.jpg,rainy,clear,0.9655485153198242,unknown,0,True,normal,False
b1bcb694-dc1f7c8d.jpg,rainy,clear,0.9691522717475891,unknown,0,True,normal,False
2f782c70-49ac08a1.jpg,snowy,clear,0.9160945415496826,unknown,0,True,normal,False
2f782c70-5dd684a5.jpg,snowy,clear,0.6000064611434937,unknown,0,True,normal,False
7c137101-228a4f7b.jpg,snowy,clear,0.9995036125183105,unknown,0,True,normal,False
7c5b3302-0d19ed33.jpg,snowy,clear,0.8764963150024414,unknown,0,True,normal,False
7cc10cd2-0f937884.jpg,snowy,clear,0.5291775465011597,unknown,0,True,normal,False
7cc642f5-c30d8ee4.jpg,snowy,clear,0.5979259610176086,unknown,0,True,normal,False
8ac5ec86-39e32a24.jpg,snowy,clear,0.8763637542724609,unknown,0,True,normal,False
8ac5ec86-8896c9f0.jpg,snowy,rainy,0.6239116191864014,unknown,0,True,normal,False
8bffba2a-79733e29.jpg,snowy,clear,0.9937543272972107,unknown,0,True,normal,False
8c3e2d5c-6bfcb95e.jpg,snowy,clear,0.5421661138534546,unknown,0,True,normal,False
8c3e2d5c-79597265.jpg,snowy,clear,0.9491698145866394,unknown,0,True,normal,False
8cbbe764-20f57346.jpg,snowy,clear,0.6340528130531311,unknown,0,True,normal,False
aa1683e7-8139c2f3.jpg,snowy,clear,0.8958687782287598,unknown,0,True,normal,False
aa560ef8-6397b662.jpg,snowy,clear,0.9568809866905212,unknown,0,True,normal,False
aa560ef8-c38339b7.jpg,snowy,clear,0.9773513078689575,unknown,0,True,normal,False
aadfd4be-bc30c3c6.jpg,snowy,clear,0.8683494925498962,unknown,0,True,normal,False
aaf19417-97278c4e.jpg,snowy,clear,0.7886772155761719,unknown,0,True,normal,False
ab2d2309-c0f492e1.jpg,snowy,clear,0.6635841727256775,unknown,0,True,normal,False
ac330462-57b2f6a7.jpg,snowy,clear,0.805911660194397,unknown,0,True,normal,False
ae0cd70d-40288a31.jpg,snowy,clear,0.8529916405677795,unknown,0,True,normal,False
ae0cd70d-4a9c980b.jpg,snowy,clear,0.9517308473587036,unknown,0,True,normal,False
ae4fe4f5-0a4b9f85.jpg,snowy,clear,0.9533604383468628,unknown,0,True,normal,False
ae4fe4f5-2af75ec8.jpg,snowy,clear,0.8728029727935791,unknown,0,True,normal,False
ae57703a-67ec037a.jpg,snowy,clear,0.7970369458198547,unknown,0,True,normal,False
af36674a-d926ea6a.jpg,snowy,clear,0.5946844220161438,unknown,0,True,normal,False
afb45051-b636daf9.jpg,snowy,clear,0.7312062978744507,unknown,0,True,normal,False
afb5f49d-0d0c5897.jpg,snowy,clear,0.4196150302886963,unknown,0,True,normal,False
b12992c7-905a389e.jpg,snowy,clear,0.7164971232414246,unknown,0,True,normal,False
b12992c7-bbd57ea0.jpg,snowy,clear,0.9979335069656372,unknown,0,True,normal,False
b1441884-f58755c9.jpg,snowy,clear,0.826187252998352,unknown,0,True,normal,False
